metric,value,notes
NUM_CLIENT_DIRS,1,server* folders under eval
NUM_CLIENTS_MERGED,1,servers with CSV data
TOTAL_THROUGHPUT,482.5 Tx/sec,sum of all servers
AVG_LATENCY,1.988 ms,across all batches all servers
P50_LATENCY,1.9 ms,
P95_LATENCY,2.9 ms,
P99_LATENCY,3.9 ms,
TOTAL_SLOW_COMMITS,16177,90.3%
TOTAL_CONFLICT_COMMITS,1742,
