metric,value,notes
NUM_CLIENT_DIRS,3,client* folders under eval
NUM_CLIENTS_MERGED,3,clients with CSV data
TOTAL_THROUGHPUT,618.8 Tx/sec,sum of all clients
AVG_LATENCY,24.079 ms,across all batches all clients
P50_LATENCY,24.1 ms,
P95_LATENCY,30.7 ms,
P99_LATENCY,33.1 ms,
TOTAL_SLOW_COMMITS,23395,60.0%
TOTAL_CONFLICT_COMMITS,15613,
