metric,value,notes
NUM_CLIENT_DIRS,3,client* folders under eval
NUM_CLIENTS_MERGED,3,clients with CSV data
TOTAL_THROUGHPUT,4406.7 Tx/sec,sum of all clients
AVG_LATENCY,6.545 ms,across all batches all clients
P50_LATENCY,6.4 ms,
P95_LATENCY,9.0 ms,
P99_LATENCY,10.9 ms,
TOTAL_SLOW_COMMITS,131890,90.1%
TOTAL_CONFLICT_COMMITS,14510,
