metric,value,notes
NUM_CLIENT_DIRS,3,client* folders under eval
NUM_CLIENTS_MERGED,3,clients with CSV data
TOTAL_THROUGHPUT,693.4 Tx/sec,sum of all clients
AVG_LATENCY,4.210 ms,across all batches all clients
P50_LATENCY,4.2 ms,
P95_LATENCY,5.4 ms,
P99_LATENCY,6.3 ms,
TOTAL_SLOW_COMMITS,22659,100.0%
TOTAL_CONFLICT_COMMITS,0,
