metric,value,notes
NUM_CLIENT_DIRS,10,client* folders under eval
NUM_CLIENTS_MERGED,10,clients with CSV data
TOTAL_THROUGHPUT,1644.7 Tx/sec,sum of all clients
AVG_LATENCY,5.921 ms,across all batches all clients
P50_LATENCY,5.9 ms,
P95_LATENCY,9.0 ms,
P99_LATENCY,11.4 ms,
TOTAL_SLOW_COMMITS,0,0.0%
TOTAL_CONFLICT_COMMITS,0,
