metric,value,notes
NUM_CLIENT_DIRS,1,server* folders under eval
NUM_CLIENTS_MERGED,1,servers with CSV data
TOTAL_THROUGHPUT,667.9 Tx/sec,sum of all servers
AVG_LATENCY,1.358 ms,across all batches all servers
P50_LATENCY,1.4 ms,
P95_LATENCY,1.8 ms,
P99_LATENCY,2.0 ms,
TOTAL_SLOW_COMMITS,0,0.0%
TOTAL_CONFLICT_COMMITS,22981,
