metric,value,notes
NUM_CLIENT_DIRS,3,client* folders under eval
NUM_CLIENTS_MERGED,3,clients with CSV data
TOTAL_THROUGHPUT,586.4 Tx/sec,sum of all clients
AVG_LATENCY,4.912 ms,across all batches all clients
P50_LATENCY,4.9 ms,
P95_LATENCY,6.2 ms,
P99_LATENCY,7.8 ms,
TOTAL_SLOW_COMMITS,0,0.0%
TOTAL_CONFLICT_COMMITS,19238,
