elapsed_ms,tps,lat_avg_ms,event
500,452.000,10.305,
1000,416.834,11.389,
1500,338.677,14.172,
2000,262.000,18.366,
2500,276.553,17.435,
3000,258.000,18.853,calm_c0
3500,298.000,16.081,
4000,268.537,17.963,
4500,260.521,18.662,
5000,280.561,17.257,
5500,264.000,18.500,
6000,288.000,16.674,
6500,274.549,17.606,
7000,328.000,14.695,
7500,276.000,17.442,
8000,310.000,15.465,
8500,292.000,16.582,
9000,292.585,16.411,
9500,250.000,19.568,
10000,272.000,17.551,
10500,256.513,18.969,
11000,312.000,15.481,
11500,262.000,18.198,
12000,280.561,17.486,
12500,240.481,20.250,
13000,290.000,16.579,
13500,308.617,15.812,
14000,312.000,15.147,
14500,274.000,17.664,
15000,264.000,18.492,
15500,320.641,15.025,
16000,314.000,15.166,
16500,286.000,16.839,
17000,272.000,17.765,
17500,274.549,17.854,
18000,306.000,15.556,
18500,338.677,14.331,
19000,372.000,12.747,
19500,220.000,13.573,burst_c0
20000,28.000,223.643,
20500,28.056,173.429,
21000,28.000,173.643,
21500,28.056,172.500,
22000,30.060,173.733,
22500,30.060,172.267,
23000,28.000,173.500,
23500,28.056,173.786,
24000,30.060,172.867,
24500,28.000,173.286,
25000,28.056,172.500,
25500,28.000,172.857,
26000,30.000,172.733,
26500,30.000,173.333,
27000,28.056,172.714,
27500,30.000,174.200,
28000,28.056,173.500,
28500,28.056,173.429,
29000,28.000,172.571,
29500,28.000,172.929,
30000,30.060,173.133,calm_c1
30500,32.064,121.000,
31000,278.557,24.374,
31500,310.000,15.245,
32000,280.561,17.407,
32500,260.521,18.631,
33000,312.000,15.353,
33500,292.585,16.596,
34000,296.593,16.230,
34500,282.000,17.106,
35000,284.569,16.915,
35500,312.625,15.353,
36000,410.000,11.624,
36500,318.637,15.145,
37000,262.000,18.427,
37500,264.000,18.492,
38000,298.597,16.040,
38500,246.493,19.642,
39000,310.000,15.606,
39500,280.000,17.121,
40000,268.537,17.769,
40500,268.537,18.097,
41000,248.497,19.734,
41500,260.000,18.592,
42000,254.509,18.898,
42500,250.000,19.240,
43000,246.493,20.049,
43500,272.000,17.625,
44000,260.521,18.385,
44500,272.000,18.015,
45000,286.573,16.776,
45500,268.537,18.075,
46000,262.525,18.504,burst_c1
46500,300.000,15.687,
47000,40.000,114.350,
47500,28.056,173.643,
48000,28.000,172.286,
48500,28.000,172.714,
49000,30.060,173.333,
49500,28.000,172.071,
50000,28.056,171.143,
50500,30.000,171.600,
51000,30.060,172.667,
51500,30.060,173.000,
52000,28.000,173.071,
52500,28.056,173.286,
53000,28.000,173.357,
53500,30.000,172.933,
54000,28.000,173.000,
54500,28.056,173.286,
55000,30.000,174.000,
55500,30.060,172.933,
56000,28.056,172.286,
56500,28.056,173.643,
57000,28.000,173.000,
57500,38.076,144.053,post_burst
58000,32.064,96.688,
58500,254.509,28.079,
59000,276.000,17.428,
59500,412.826,11.519,
59610,454.545,9.140,
