metric,value,notes
NUM_CLIENT_DIRS,1,server* folders under eval
NUM_CLIENTS_MERGED,1,servers with CSV data
TOTAL_THROUGHPUT,1144.9 Tx/sec,sum of all servers
AVG_LATENCY,0.807 ms,across all batches all servers
P50_LATENCY,0.7 ms,
P95_LATENCY,1.4 ms,
P99_LATENCY,1.7 ms,
TOTAL_SLOW_COMMITS,38113,90.0%
TOTAL_CONFLICT_COMMITS,4236,
