metric,value,notes
NUM_CLIENT_DIRS,1,server* folders under eval
NUM_CLIENTS_MERGED,1,servers with CSV data
TOTAL_THROUGHPUT,157773.1 Tx/sec,sum of all servers
AVG_LATENCY,5.938 ms,across all batches all servers
P50_LATENCY,5.8 ms,
P95_LATENCY,8.4 ms,
P99_LATENCY,10.0 ms,
TOTAL_SLOW_COMMITS,4961000,90.6%
TOTAL_CONFLICT_COMMITS,516000,
