metric,value,notes
NUM_CLIENT_DIRS,1,server* folders under eval
NUM_CLIENTS_MERGED,1,servers with CSV data
TOTAL_THROUGHPUT,162727.4 Tx/sec,sum of all servers
AVG_LATENCY,2.417 ms,across all batches all servers
P50_LATENCY,2.3 ms,
P95_LATENCY,3.3 ms,
P99_LATENCY,4.8 ms,
TOTAL_SLOW_COMMITS,5057500,90.3%
TOTAL_CONFLICT_COMMITS,541500,
