metric,value,notes
NUM_CLIENT_DIRS,3,client* folders under eval
NUM_CLIENTS_MERGED,3,clients with CSV data
TOTAL_THROUGHPUT,169250.7 Tx/sec,sum of all clients
AVG_LATENCY,6.737 ms,across all batches all clients
P50_LATENCY,6.4 ms,
P95_LATENCY,9.6 ms,
P99_LATENCY,13.4 ms,
TOTAL_SLOW_COMMITS,5057500,90.3%
TOTAL_CONFLICT_COMMITS,541500,
