metric,value,notes
NUM_CLIENT_DIRS,3,client* folders under eval
NUM_CLIENTS_MERGED,3,clients with CSV data
TOTAL_THROUGHPUT,452.5 Tx/sec,sum of all clients
AVG_LATENCY,6.423 ms,across all batches all clients
P50_LATENCY,6.4 ms,
P95_LATENCY,8.7 ms,
P99_LATENCY,10.7 ms,
TOTAL_SLOW_COMMITS,2928,19.6%
TOTAL_CONFLICT_COMMITS,12047,
