metric,value,notes
NUM_CLIENT_DIRS,3,client* folders under eval
NUM_CLIENTS_MERGED,3,clients with CSV data
TOTAL_THROUGHPUT,335.0 Tx/sec,sum of all clients
AVG_LATENCY,8.736 ms,across all batches all clients
P50_LATENCY,8.5 ms,
P95_LATENCY,12.5 ms,
P99_LATENCY,13.9 ms,
TOTAL_SLOW_COMMITS,9941,89.6%
TOTAL_CONFLICT_COMMITS,1150,
