metric,value,notes
NUM_CLIENT_DIRS,1,server* folders under eval
NUM_CLIENTS_MERGED,1,servers with CSV data
TOTAL_THROUGHPUT,457.1 Tx/sec,sum of all servers
AVG_LATENCY,2.096 ms,across all batches all servers
P50_LATENCY,2.0 ms,
P95_LATENCY,2.9 ms,
P99_LATENCY,3.8 ms,
TOTAL_SLOW_COMMITS,9610,60.7%
TOTAL_CONFLICT_COMMITS,6223,
