elapsed_ms,tps,lat_avg_ms,event
500,2040.000,3.980,
1000,2164.329,3.796,
1500,1960.000,4.276,
2000,1903.808,4.442,
2500,2004.008,4.300,
3000,1860.000,4.581,
3500,1803.607,4.833,
4000,1440.000,6.153,
4500,1543.086,5.818,
5000,1500.000,5.760,
5500,1220.000,7.541,
6000,1402.806,6.271,
6500,1242.485,7.194,
7000,1320.000,6.848,
7500,1322.645,6.848,
8000,1220.000,7.426,
8500,1182.365,7.797,
9000,1222.445,7.443,
9500,1200.000,7.550,
10000,1262.525,7.159,
10500,1140.000,7.947,
11000,1240.000,7.226,
11500,1202.405,7.617,
12000,1262.525,7.143,
12500,1240.000,7.306,
13000,1460.000,6.027,
13500,1262.525,7.190,
14000,1260.000,7.302,
14500,1122.244,8.071,
15000,1222.445,7.459,
15500,1160.000,7.759,
16000,1160.000,7.897,
16500,1040.000,8.769,
17000,1102.204,8.255,
17500,520.000,17.500,
18000,681.363,34.941,
19000,80.000,34.625,
19500,280.561,34.929,
20000,280.561,36.500,
20500,160.000,60.750,
21000,160.321,60.750,
21500,160.000,60.500,
22000,160.000,60.125,
22500,160.000,60.500,
23000,160.321,60.250,
23500,180.361,60.222,
24000,160.000,60.125,
24500,160.321,59.750,
25000,160.000,60.500,
25500,160.321,59.625,
26000,180.361,60.889,
26500,160.000,60.250,
27000,160.321,61.250,
27500,160.000,59.750,
28000,160.321,61.250,
28500,220.000,45.727,
29000,280.561,36.214,
29500,260.000,35.538,
30000,681.363,14.353,
30500,840.000,11.310,
31000,1062.124,8.679,
31500,1300.000,6.815,
32000,1342.685,6.582,
32500,1220.000,7.541,
33000,1202.405,7.583,
33500,1220.000,7.393,
34000,1322.645,6.758,
34500,1320.000,6.742,
35000,1300.000,6.831,
35500,1382.766,6.406,
36000,1322.645,6.621,
36500,1280.000,7.078,
37000,1282.565,7.031,
37500,1360.000,6.544,
38000,1322.645,6.682,
38500,1320.000,6.591,
39000,1242.485,7.419,
39500,1282.565,6.922,
40000,1322.645,6.985,
40500,1260.000,7.079,
41000,1260.000,7.190,
41500,1282.565,7.125,
42000,1300.000,6.862,
42500,1060.000,8.415,
43000,300.000,31.867,
43500,300.601,33.200,
44000,280.561,34.000,
44500,300.601,34.600,
45000,260.000,35.000,
45500,280.000,34.857,
46000,300.601,34.333,
46500,220.000,44.000,
47000,160.000,59.625,
47500,160.321,60.750,
48000,160.000,60.375,
48500,160.321,60.750,
49000,180.361,60.222,
49500,160.000,60.250,
50000,160.000,60.500,
50500,180.361,52.222,
51000,160.000,60.125,
51500,180.361,60.222,
52000,160.000,60.125,
52500,160.000,59.625,
53000,160.321,60.250,
53500,160.321,61.000,
54000,180.361,59.778,
54500,160.000,60.500,
55000,180.361,55.889,
55500,280.561,34.429,
56000,300.601,33.133,
56500,360.000,26.944,
57000,1022.044,9.000,
57500,1240.000,7.484,
58000,1462.926,6.110,
58500,1382.766,6.565,
59000,1240.000,7.339,
59500,1322.645,6.697,
60000,1540.000,5.779,
60500,1302.605,6.908,
61000,1200.000,7.583,
61500,1122.244,8.179,
62000,1460.000,6.027,
62500,1362.725,6.574,
63000,1420.000,6.169,
63500,1242.485,7.435,
64000,1440.000,6.139,
64500,1360.000,6.676,
65000,1320.000,6.697,
65500,1282.565,7.172,
66000,1280.000,6.875,
66500,1220.000,7.492,
67000,1222.445,7.574,
67500,1260.000,7.206,
68000,1300.000,6.846,
68500,1382.766,6.536,
69000,1440.000,6.167,
69500,380.000,24.368,
70000,300.000,33.733,
70500,280.561,34.071,
71000,280.000,34.929,
71500,280.000,33.857,
72000,260.521,36.385,
72500,180.361,59.222,
73000,160.000,60.250,
73500,160.000,59.875,
74000,160.321,60.000,
74500,160.000,60.125,
75000,180.361,60.111,
75500,160.000,60.000,
76000,160.000,60.125,
76500,160.321,59.750,
77000,180.361,59.778,
77500,160.321,59.250,
78000,160.000,59.750,
78500,380.762,60.579,
79500,60.000,60.000,
80000,160.000,60.125,
80500,160.000,60.000,
81000,240.481,42.167,
81500,300.000,32.533,
82000,280.561,34.071,
82500,661.323,15.030,
83000,921.844,10.065,
83500,1160.000,7.776,
84000,1382.766,6.493,
84500,1280.000,7.047,
85000,1422.846,6.239,
85500,1462.926,6.096,
86000,1320.000,6.864,
86500,1462.926,6.027,
87000,1503.006,5.853,
87500,1520.000,5.789,
88000,1523.046,5.934,
88500,1683.367,5.167,
89000,1580.000,5.532,
89500,1442.886,6.208,
90000,1500.000,5.787,
90500,1543.086,5.727,
91000,1480.000,5.946,
91500,1620.000,5.420,
92000,1563.126,5.641,
92500,1420.000,6.254,
93000,1540.000,5.701,
93500,1482.966,6.081,
94000,1400.000,6.357,
94500,1500.000,5.880,
95000,1002.004,8.880,
95500,300.000,32.600,
96000,300.601,33.600,
96500,280.000,34.571,
97000,280.000,34.286,
97500,280.561,34.786,
98000,240.481,41.833,
98500,160.000,60.125,
99000,160.000,60.125,
99500,160.321,60.125,
100000,160.321,60.750,
100500,160.000,60.750,
101000,180.361,60.222,
101500,160.321,61.250,
102000,160.000,59.625,
102500,160.000,59.500,
103000,160.321,60.125,
103500,180.000,60.000,
104000,160.321,59.625,
104500,160.000,59.625,
105000,160.321,60.125,
105500,180.361,60.000,
106000,160.000,59.875,
106500,240.000,40.417,
107000,280.000,35.429,
107500,280.000,34.286,
108000,280.000,34.429,
108500,741.483,13.459,
109000,1040.000,8.865,
109500,1122.244,8.125,
110000,1000.000,9.260,
110500,1100.000,8.364,
111000,1302.605,6.938,
111500,1182.365,7.644,
112000,2344.689,3.607,
112142,2746.479,2.128,
