metric,value,notes
NUM_CLIENT_DIRS,1,server* folders under eval
NUM_CLIENTS_MERGED,1,servers with CSV data
TOTAL_THROUGHPUT,547.7 Tx/sec,sum of all servers
AVG_LATENCY,1.756 ms,across all batches all servers
P50_LATENCY,1.7 ms,
P95_LATENCY,2.6 ms,
P99_LATENCY,4.9 ms,
TOTAL_SLOW_COMMITS,0,0.0%
TOTAL_CONFLICT_COMMITS,0,
