elapsed_ms,tps,lat_avg_ms,event
500,224.000,20.777,
1000,226.453,21.735,
1500,194.389,24.876,calm_start
2000,216.000,22.694,calm_c0
2500,184.000,26.228,
3000,210.421,23.210,
3500,236.473,20.390,
4000,284.000,16.937,
4500,254.509,18.780,
5000,240.481,20.192,
5500,222.445,21.784,
6000,194.389,24.732,
6500,232.000,21.103,
7000,236.473,20.475,
7500,214.000,22.430,
8000,190.381,25.547,
8500,184.369,26.304,
9000,188.000,25.894,
9500,196.393,24.888,
10000,216.000,22.648,
10500,222.445,21.613,
11000,196.000,24.908,
11500,182.000,26.582,
12000,208.417,23.288,
12500,210.000,23.048,
13000,188.377,26.011,
13500,190.000,25.568,
14000,158.000,30.924,
14500,174.349,27.782,
15000,190.000,25.758,
15500,206.413,23.913,
16000,196.000,24.418,
16500,194.389,25.134,
17000,200.000,24.180,
17500,252.505,19.206,burst_c0
18000,218.437,22.220,
18500,90.180,52.267,
19000,16.000,279.500,
19500,26.052,178.538,
20000,28.000,178.214,
20500,30.060,177.000,
21000,30.060,177.000,
21500,26.000,176.692,
22000,28.000,177.357,
22500,28.056,176.714,
23000,28.056,174.643,
23500,30.000,174.467,
24000,30.000,175.067,
24500,26.000,179.231,
25000,26.052,177.923,
25500,28.056,177.571,
26000,30.000,178.133,
26500,30.060,176.533,
27000,26.000,176.385,
27500,30.000,173.933,
28000,26.052,174.385,
28500,28.056,174.143,
29000,30.000,175.067,calm_c1
29500,30.060,176.800,
30000,118.000,45.898,
30500,182.365,26.659,
31000,206.000,23.495,
31500,222.445,21.802,
32000,214.000,22.579,
32500,230.000,21.113,
33000,270.000,17.681,
33500,242.485,19.876,
34000,246.493,19.520,
34500,246.000,19.740,
35000,210.421,23.238,
35500,234.000,20.556,
36000,254.509,18.992,
36500,272.000,17.794,
37000,230.000,20.817,
37500,186.373,25.903,
38000,244.000,19.656,
38500,208.000,23.346,
39000,192.385,25.188,
39500,180.000,27.556,
40000,204.409,23.314,
40500,196.000,24.918,
41000,192.385,25.333,
41500,198.397,24.162,
42000,196.000,25.357,
42500,170.000,28.247,
43000,190.381,26.074,
43500,206.413,23.175,
44000,224.000,21.768,
44500,206.413,23.456,
45000,208.000,23.221,burst_c1
45500,94.188,44.362,
46000,28.056,176.643,
46500,30.000,176.333,
47000,26.000,177.154,
47500,28.000,174.857,
48000,30.000,174.667,
48500,28.056,175.000,
49000,28.000,174.571,
49500,30.060,176.867,
50000,26.000,176.077,
50500,28.056,179.500,
51000,30.000,175.333,
51500,28.056,174.857,
52000,28.000,175.786,
52500,28.056,176.571,
53000,28.000,176.214,
53500,28.056,175.429,
54000,30.000,176.467,
54500,28.056,174.857,
55000,28.056,175.071,
55500,28.056,175.714,
56000,26.000,175.846,post_burst
56500,34.000,182.412,
57000,234.000,20.786,
57500,242.485,19.752,
58000,671.343,6.812,
58078,384.615,8.200,
