metric,value,notes
NUM_CLIENT_DIRS,1,server* folders under eval
NUM_CLIENTS_MERGED,1,servers with CSV data
TOTAL_THROUGHPUT,488.6 Tx/sec,sum of all servers
AVG_LATENCY,1.968 ms,across all batches all servers
P50_LATENCY,1.9 ms,
P95_LATENCY,2.8 ms,
P99_LATENCY,4.2 ms,
TOTAL_SLOW_COMMITS,18168,100.0%
TOTAL_CONFLICT_COMMITS,0,
