metric,value,notes
NUM_CLIENT_DIRS,3,client* folders under eval
NUM_CLIENTS_MERGED,3,clients with CSV data
TOTAL_THROUGHPUT,202977.5 Tx/sec,sum of all clients
AVG_LATENCY,10.620 ms,across all batches all clients
P50_LATENCY,10.5 ms,
P95_LATENCY,15.0 ms,
P99_LATENCY,16.9 ms,
TOTAL_SLOW_COMMITS,6090000,90.6%
TOTAL_CONFLICT_COMMITS,635000,
