metric,value,notes
NUM_CLIENT_DIRS,2,client* folders under eval
NUM_CLIENTS_MERGED,2,clients with CSV data
TOTAL_THROUGHPUT,445.9 Tx/sec,sum of all clients
AVG_LATENCY,4.355 ms,across all batches all clients
P50_LATENCY,4.3 ms,
P95_LATENCY,5.2 ms,
P99_LATENCY,6.1 ms,
TOTAL_SLOW_COMMITS,12796,90.8%
TOTAL_CONFLICT_COMMITS,1296,
