metric,value,notes
NUM_CLIENT_DIRS,3,client* folders under eval
NUM_CLIENTS_MERGED,3,clients with CSV data
TOTAL_THROUGHPUT,805.5 Tx/sec,sum of all clients
AVG_LATENCY,3.607 ms,across all batches all clients
P50_LATENCY,3.6 ms,
P95_LATENCY,5.0 ms,
P99_LATENCY,5.9 ms,
TOTAL_SLOW_COMMITS,21440,80.2%
TOTAL_CONFLICT_COMMITS,5306,
