metric,value,notes
NUM_CLIENT_DIRS,1,server* folders under eval
NUM_CLIENTS_MERGED,1,servers with CSV data
TOTAL_THROUGHPUT,255855.7 Tx/sec,sum of all servers
AVG_LATENCY,5.592 ms,across all batches all servers
P50_LATENCY,5.2 ms,
P95_LATENCY,8.5 ms,
P99_LATENCY,10.1 ms,
TOTAL_SLOW_COMMITS,7864000,89.3%
TOTAL_CONFLICT_COMMITS,940000,
