metric,value,notes
NUM_CLIENT_DIRS,3,client* folders under eval
NUM_CLIENTS_MERGED,3,clients with CSV data
TOTAL_THROUGHPUT,229187.2 Tx/sec,sum of all clients
AVG_LATENCY,8.468 ms,across all batches all clients
P50_LATENCY,8.0 ms,
P95_LATENCY,12.2 ms,
P99_LATENCY,14.8 ms,
TOTAL_SLOW_COMMITS,6713000,89.6%
TOTAL_CONFLICT_COMMITS,777000,
