metric,value,notes
NUM_CLIENT_DIRS,3,client* folders under eval
NUM_CLIENTS_MERGED,3,clients with CSV data
TOTAL_THROUGHPUT,378.3 Tx/sec,sum of all clients
AVG_LATENCY,7.737 ms,across all batches all clients
P50_LATENCY,7.7 ms,
P95_LATENCY,10.3 ms,
P99_LATENCY,12.2 ms,
TOTAL_SLOW_COMMITS,1221,9.7%
TOTAL_CONFLICT_COMMITS,11309,
