metric,value,notes
NUM_CLIENT_DIRS,3,client* folders under eval
NUM_CLIENTS_MERGED,3,clients with CSV data
TOTAL_THROUGHPUT,9096.4 Tx/sec,sum of all clients
AVG_LATENCY,3.137 ms,across all batches all clients
P50_LATENCY,3.0 ms,
P95_LATENCY,4.7 ms,
P99_LATENCY,5.8 ms,
TOTAL_SLOW_COMMITS,268710,90.2%
TOTAL_CONFLICT_COMMITS,29280,
