elapsed_ms,tps,lat_avg_ms,event
500,16400.000,4.780,
1000,18600.000,4.215,
1500,16800.000,4.833,
2000,15600.000,5.179,
2500,14829.659,5.608,
3000,12400.000,6.855,
3500,12600.000,6.778,
4000,12825.651,6.531,stable
4500,12600.000,6.825,
5000,14028.056,5.986,
5500,12400.000,6.839,
6000,12800.000,6.672,
6500,12424.850,6.903,
7000,12625.251,6.746,
7500,13000.000,6.508,
8000,14228.457,5.901,
8500,14200.000,5.873,
9000,13000.000,6.431,
9500,12625.251,6.873,
10000,13800.000,5.986,
10500,13226.453,6.439,
11000,13800.000,6.116,
11500,13600.000,6.191,
12000,15030.060,5.533,
12500,14800.000,5.730,
13000,14028.056,5.871,
13500,14629.259,5.712,
14000,14428.858,5.778,
14500,15800.000,5.203,crash_follower4
15000,14428.858,5.764,
15500,14428.858,5.819,
16000,14000.000,5.943,
16500,14600.000,5.685,
17000,14228.457,5.845,
17500,14428.858,5.736,
18000,15000.000,5.547,post_crash
18500,13600.000,6.147,
19000,14028.056,6.043,
19500,13226.453,6.455,
20000,13800.000,6.072,
20500,13827.655,6.072,
21000,13627.255,6.265,
21500,13600.000,6.206,
22000,14400.000,5.750,
22500,12625.251,6.825,
23000,14200.000,5.859,
23500,14228.457,5.803,
24000,13200.000,6.424,
24500,13426.854,6.224,
25000,14829.659,5.662,
25500,15000.000,5.507,
26000,14600.000,5.767,
26500,15200.000,5.421,
27000,14829.659,5.527,
27500,14000.000,6.043,
28000,16032.064,5.062,
28500,14000.000,6.029,
29000,13627.255,6.059,
29500,15800.000,5.127,
30000,15430.862,5.338,
30500,14428.858,5.708,
31000,14800.000,5.649,
31500,15000.000,5.493,
32000,15831.663,5.152,
32500,14800.000,5.514,
33000,14629.259,5.753,
33500,13827.655,6.087,
34000,14400.000,5.833,
34500,14428.858,5.708,
35000,14028.056,5.929,
35500,14428.858,5.611,
36000,14629.259,5.781,
36500,14400.000,5.681,
37000,14829.659,5.689,
37500,15030.060,5.493,
38000,15400.000,5.338,
38500,14629.259,5.658,
39000,13827.655,6.058,
39500,14000.000,5.943,
40000,14600.000,5.658,
40500,14600.000,5.781,
41000,14428.858,5.806,
41500,14800.000,5.581,
42000,14829.659,5.635,
42500,15230.461,5.395,
43000,14000.000,5.914,
43500,13827.655,6.101,
44000,13226.453,6.500,
44500,15200.000,5.342,
45000,14228.457,5.944,
45500,15831.663,5.203,
46000,15230.461,5.382,
46500,13800.000,5.971,
47000,14428.858,5.833,
47500,14400.000,5.944,
48000,13627.255,6.118,
48500,13400.000,6.313,
49000,14629.259,5.699,
49500,14600.000,5.603,
50000,15030.060,5.440,
50500,15400.000,5.338,
51000,15631.263,5.231,
51500,15000.000,5.440,
52000,4809.619,5.583,
52500,200.401,1355.000,
53500,6700.000,6.015,
54000,14000.000,5.914,
54500,14228.457,5.704,
55000,13827.655,6.043,
55500,13827.655,5.971,
56000,13827.655,6.072,
56500,15400.000,5.338,
57000,14629.259,5.575,
57500,15230.461,5.408,
58000,15400.000,5.286,
58500,15200.000,5.474,
59000,15600.000,5.179,
59500,17034.068,4.753,
60000,14600.000,5.685,
60500,16432.866,4.939,
61000,14600.000,5.589,
61500,14428.858,5.681,
62000,15600.000,5.205,
62500,16633.267,4.783,
63000,15631.263,5.167,
63500,15200.000,5.355,
64000,14000.000,5.957,
64500,15230.461,5.316,
65000,15430.862,5.286,
65500,14200.000,5.831,
66000,14200.000,5.845,
66500,14228.457,5.887,
67000,13426.854,6.239,
67500,13400.000,6.209,
68000,13000.000,6.492,
68500,12825.651,6.562,
69000,13600.000,6.221,
69500,14428.858,5.708,
70000,14800.000,5.703,
70500,13827.655,6.087,
71000,14600.000,5.781,
71500,14829.659,5.486,
72000,14600.000,5.767,
72500,15831.663,5.063,
73000,15631.263,5.346,
73500,14800.000,5.514,
74000,15030.060,5.533,
74500,13600.000,6.088,
75000,14428.858,5.847,
75500,15230.461,5.342,
76000,15600.000,5.269,
76500,15230.461,5.447,
77000,14800.000,5.541,
77500,13627.255,6.162,
78000,14629.259,5.630,
78500,13600.000,6.147,
78687,13903.743,4.615,
