metric,value,notes
NUM_CLIENT_DIRS,1,server* folders under eval
NUM_CLIENTS_MERGED,1,servers with CSV data
TOTAL_THROUGHPUT,205549.2 Tx/sec,sum of all servers
AVG_LATENCY,3.941 ms,across all batches all servers
P50_LATENCY,3.8 ms,
P95_LATENCY,5.1 ms,
P99_LATENCY,7.1 ms,
TOTAL_SLOW_COMMITS,6408000,90.5%
TOTAL_CONFLICT_COMMITS,671000,
