metric,value,notes
NUM_CLIENT_DIRS,1,server* folders under eval
NUM_CLIENTS_MERGED,1,servers with CSV data
TOTAL_THROUGHPUT,104524.6 Tx/sec,sum of all servers
AVG_LATENCY,4.568 ms,across all batches all servers
P50_LATENCY,4.3 ms,
P95_LATENCY,6.8 ms,
P99_LATENCY,8.2 ms,
TOTAL_SLOW_COMMITS,3267000,90.1%
TOTAL_CONFLICT_COMMITS,359000,
