metric,value,notes
NUM_CLIENT_DIRS,1,server* folders under eval
NUM_CLIENTS_MERGED,1,servers with CSV data
TOTAL_THROUGHPUT,244892.5 Tx/sec,sum of all servers
AVG_LATENCY,5.860 ms,across all batches all servers
P50_LATENCY,5.4 ms,
P95_LATENCY,9.1 ms,
P99_LATENCY,10.6 ms,
TOTAL_SLOW_COMMITS,7670000,91.0%
TOTAL_CONFLICT_COMMITS,762000,
