metric,value,notes
NUM_CLIENT_DIRS,3,client* folders under eval
NUM_CLIENTS_MERGED,3,clients with CSV data
TOTAL_THROUGHPUT,254709.3 Tx/sec,sum of all clients
AVG_LATENCY,14.813 ms,across all batches all clients
P50_LATENCY,14.5 ms,
P95_LATENCY,20.0 ms,
P99_LATENCY,22.4 ms,
TOTAL_SLOW_COMMITS,7670000,91.0%
TOTAL_CONFLICT_COMMITS,762000,
