metric,value,notes
NUM_CLIENT_DIRS,3,client* folders under eval
NUM_CLIENTS_MERGED,3,clients with CSV data
TOTAL_THROUGHPUT,590.0 Tx/sec,sum of all clients
AVG_LATENCY,4.901 ms,across all batches all clients
P50_LATENCY,4.8 ms,
P95_LATENCY,6.1 ms,
P99_LATENCY,7.4 ms,
TOTAL_SLOW_COMMITS,17652,90.3%
TOTAL_CONFLICT_COMMITS,1897,
