metric,value,notes
NUM_CLIENT_DIRS,3,client* folders under eval
NUM_CLIENTS_MERGED,3,clients with CSV data
TOTAL_THROUGHPUT,563.8 Tx/sec,sum of all clients
AVG_LATENCY,26.432 ms,across all batches all clients
P50_LATENCY,26.7 ms,
P95_LATENCY,33.5 ms,
P99_LATENCY,36.2 ms,
TOTAL_SLOW_COMMITS,14132,39.8%
TOTAL_CONFLICT_COMMITS,21409,
