metric,value,notes
NUM_CLIENT_DIRS,3,client* folders under eval
NUM_CLIENTS_MERGED,3,clients with CSV data
TOTAL_THROUGHPUT,725.5 Tx/sec,sum of all clients
AVG_LATENCY,4.011 ms,across all batches all clients
P50_LATENCY,4.0 ms,
P95_LATENCY,5.2 ms,
P99_LATENCY,6.1 ms,
TOTAL_SLOW_COMMITS,19023,79.8%
TOTAL_CONFLICT_COMMITS,4830,
