metric,value,notes
NUM_CLIENT_DIRS,3,client* folders under eval
NUM_CLIENTS_MERGED,3,clients with CSV data
TOTAL_THROUGHPUT,407.9 Tx/sec,sum of all clients
AVG_LATENCY,7.137 ms,across all batches all clients
P50_LATENCY,7.1 ms,
P95_LATENCY,9.7 ms,
P99_LATENCY,11.3 ms,
TOTAL_SLOW_COMMITS,10782,79.6%
TOTAL_CONFLICT_COMMITS,2769,
