metric,value,notes
NUM_CLIENT_DIRS,1,server* folders under eval
NUM_CLIENTS_MERGED,1,servers with CSV data
TOTAL_THROUGHPUT,344.4 Tx/sec,sum of all servers
AVG_LATENCY,2.791 ms,across all batches all servers
P50_LATENCY,2.6 ms,
P95_LATENCY,5.0 ms,
P99_LATENCY,6.7 ms,
TOTAL_SLOW_COMMITS,12752,100.0%
TOTAL_CONFLICT_COMMITS,0,
