metric,value,notes
NUM_CLIENT_DIRS,3,client* folders under eval
NUM_CLIENTS_MERGED,3,clients with CSV data
TOTAL_THROUGHPUT,482.9 Tx/sec,sum of all clients
AVG_LATENCY,5.998 ms,across all batches all clients
P50_LATENCY,5.9 ms,
P95_LATENCY,8.0 ms,
P99_LATENCY,9.6 ms,
TOTAL_SLOW_COMMITS,6331,39.7%
TOTAL_CONFLICT_COMMITS,9625,
