metric,value,notes
NUM_CLIENT_DIRS,1,server* folders under eval
NUM_CLIENTS_MERGED,1,servers with CSV data
TOTAL_THROUGHPUT,460.2 Tx/sec,sum of all servers
AVG_LATENCY,2.078 ms,across all batches all servers
P50_LATENCY,2.0 ms,
P95_LATENCY,2.9 ms,
P99_LATENCY,3.6 ms,
TOTAL_SLOW_COMMITS,6331,39.7%
TOTAL_CONFLICT_COMMITS,9625,
