metric,value,notes
NUM_CLIENT_DIRS,1,server* folders under eval
NUM_CLIENTS_MERGED,1,servers with CSV data
TOTAL_THROUGHPUT,584.8 Tx/sec,sum of all servers
AVG_LATENCY,1.556 ms,across all batches all servers
P50_LATENCY,1.5 ms,
P95_LATENCY,2.2 ms,
P99_LATENCY,2.5 ms,
TOTAL_SLOW_COMMITS,7556,20.1%
TOTAL_CONFLICT_COMMITS,30059,
