metric,value,notes
NUM_CLIENT_DIRS,3,client* folders under eval
NUM_CLIENTS_MERGED,3,clients with CSV data
TOTAL_THROUGHPUT,769.6 Tx/sec,sum of all clients
AVG_LATENCY,3.790 ms,across all batches all clients
P50_LATENCY,3.8 ms,
P95_LATENCY,5.2 ms,
P99_LATENCY,6.0 ms,
TOTAL_SLOW_COMMITS,5109,20.0%
TOTAL_CONFLICT_COMMITS,20383,
