metric,value,notes
NUM_CLIENT_DIRS,2,client* folders under eval
NUM_CLIENTS_MERGED,2,clients with CSV data
TOTAL_THROUGHPUT,8.7 Tx/sec,sum of all clients
AVG_LATENCY,211.862 ms,across all batches all clients
P50_LATENCY,4.6 ms,
P95_LATENCY,5.4 ms,
P99_LATENCY,10008.5 ms,
TOTAL_SLOW_COMMITS,321,90.7%
TOTAL_CONFLICT_COMMITS,33,
