metric,value,notes
NUM_CLIENT_DIRS,3,client* folders under eval
NUM_CLIENTS_MERGED,3,clients with CSV data
TOTAL_THROUGHPUT,30373.3 Tx/sec,sum of all clients
AVG_LATENCY,8.971 ms,across all batches all clients
P50_LATENCY,8.7 ms,
P95_LATENCY,12.8 ms,
P99_LATENCY,14.2 ms,
TOTAL_SLOW_COMMITS,909300,90.2%
TOTAL_CONFLICT_COMMITS,98700,
