metric,value,notes
NUM_CLIENT_DIRS,1,server* folders under eval
NUM_CLIENTS_MERGED,1,servers with CSV data
TOTAL_THROUGHPUT,29073.5 Tx/sec,sum of all servers
AVG_LATENCY,3.251 ms,across all batches all servers
P50_LATENCY,3.0 ms,
P95_LATENCY,5.5 ms,
P99_LATENCY,6.7 ms,
TOTAL_SLOW_COMMITS,909300,90.2%
TOTAL_CONFLICT_COMMITS,98700,
