metric,value,notes
NUM_CLIENT_DIRS,3,client* folders under eval
NUM_CLIENTS_MERGED,3,clients with CSV data
TOTAL_THROUGHPUT,62202.1 Tx/sec,sum of all clients
AVG_LATENCY,4.288 ms,across all batches all clients
P50_LATENCY,4.2 ms,
P95_LATENCY,5.8 ms,
P99_LATENCY,7.0 ms,
TOTAL_SLOW_COMMITS,1856600,90.1%
TOTAL_CONFLICT_COMMITS,203200,
