metric,value,notes
NUM_CLIENT_DIRS,3,client* folders under eval
NUM_CLIENTS_MERGED,3,clients with CSV data
TOTAL_THROUGHPUT,353.5 Tx/sec,sum of all clients
AVG_LATENCY,8.274 ms,across all batches all clients
P50_LATENCY,8.0 ms,
P95_LATENCY,12.0 ms,
P99_LATENCY,13.5 ms,
TOTAL_SLOW_COMMITS,2368,20.2%
TOTAL_CONFLICT_COMMITS,9362,
