metric,value,notes
NUM_CLIENT_DIRS,1,server* folders under eval
NUM_CLIENTS_MERGED,1,servers with CSV data
TOTAL_THROUGHPUT,15368.7 Tx/sec,sum of all servers
AVG_LATENCY,3.110 ms,across all batches all servers
P50_LATENCY,2.9 ms,
P95_LATENCY,5.5 ms,
P99_LATENCY,6.7 ms,
TOTAL_SLOW_COMMITS,476100,89.8%
TOTAL_CONFLICT_COMMITS,54150,
