metric,value,notes
NUM_CLIENT_DIRS,3,client* folders under eval
NUM_CLIENTS_MERGED,3,clients with CSV data
TOTAL_THROUGHPUT,65925.2 Tx/sec,sum of all clients
AVG_LATENCY,4.004 ms,across all batches all clients
P50_LATENCY,3.9 ms,
P95_LATENCY,5.4 ms,
P99_LATENCY,7.0 ms,
TOTAL_SLOW_COMMITS,1968800,90.1%
TOTAL_CONFLICT_COMMITS,215400,
