metric,value,notes
NUM_CLIENT_DIRS,1,server* folders under eval
NUM_CLIENTS_MERGED,1,servers with CSV data
TOTAL_THROUGHPUT,3781.0 Tx/sec,sum of all servers
AVG_LATENCY,2.550 ms,across all batches all servers
P50_LATENCY,2.5 ms,
P95_LATENCY,3.5 ms,
P99_LATENCY,5.4 ms,
TOTAL_SLOW_COMMITS,117140,89.4%
TOTAL_CONFLICT_COMMITS,13960,
