metric,value,notes
NUM_CLIENT_DIRS,3,client* folders under eval
NUM_CLIENTS_MERGED,3,clients with CSV data
TOTAL_THROUGHPUT,3945.2 Tx/sec,sum of all clients
AVG_LATENCY,7.345 ms,across all batches all clients
P50_LATENCY,7.2 ms,
P95_LATENCY,10.2 ms,
P99_LATENCY,12.1 ms,
TOTAL_SLOW_COMMITS,117140,89.4%
TOTAL_CONFLICT_COMMITS,13960,
