metric,value,notes
NUM_CLIENT_DIRS,3,client* folders under eval
NUM_CLIENTS_MERGED,3,clients with CSV data
TOTAL_THROUGHPUT,614.9 Tx/sec,sum of all clients
AVG_LATENCY,4.674 ms,across all batches all clients
P50_LATENCY,4.7 ms,
P95_LATENCY,6.0 ms,
P99_LATENCY,7.4 ms,
TOTAL_SLOW_COMMITS,8229,40.6%
TOTAL_CONFLICT_COMMITS,12019,
