metric,value,notes
NUM_CLIENT_DIRS,3,client* folders under eval
NUM_CLIENTS_MERGED,3,clients with CSV data
TOTAL_THROUGHPUT,336.8 Tx/sec,sum of all clients
AVG_LATENCY,8.706 ms,across all batches all clients
P50_LATENCY,8.5 ms,
P95_LATENCY,12.4 ms,
P99_LATENCY,13.7 ms,
TOTAL_SLOW_COMMITS,11150,100.0%
TOTAL_CONFLICT_COMMITS,0,
