elapsed_ms,tps,lat_avg_ms,event
500,732.000,6.087,
1000,749.499,5.989,
1500,624.000,7.304,
2000,436.000,10.784,
2500,386.774,12.114,
3000,270.000,17.526,
3500,268.537,18.321,
4000,260.000,18.469,calm_start
4500,276.553,17.391,calm_c0
5000,298.597,16.154,
5500,252.000,19.135,
6000,264.000,18.235,
6500,266.533,18.316,
7000,292.585,16.233,
7500,274.000,17.489,
8000,302.605,15.993,
8500,282.000,16.972,
9000,292.585,16.568,
9500,286.573,16.476,
10000,300.000,16.113,
10500,258.517,18.581,
11000,270.541,17.807,
11500,250.501,19.336,
12000,284.000,16.817,
12500,290.581,16.717,
13000,270.000,18.015,
13500,260.000,18.477,
14000,260.521,19.008,
14500,302.000,15.834,
15000,316.000,15.139,
15500,298.597,16.141,
16000,254.509,19.165,
16500,284.000,17.155,
17000,322.000,14.981,
17500,306.613,15.667,
18000,274.549,17.336,
18500,258.000,18.845,
19000,302.000,15.940,
19500,298.597,15.946,
20000,334.000,14.299,
20500,366.733,12.956,burst_c0
21000,54.000,80.815,
21500,28.000,173.071,
22000,28.056,174.143,
22500,28.000,172.357,
23000,30.060,173.400,
23500,30.060,172.933,
24000,28.000,172.929,
24500,28.000,173.500,
25000,30.060,173.267,
25500,28.000,173.571,
26000,28.000,172.357,
26500,28.056,172.929,
27000,30.060,172.800,
27500,30.000,173.067,
28000,28.000,172.429,
28500,28.056,174.357,
29000,30.060,173.133,
29500,28.000,173.643,
30000,28.000,173.071,
30500,28.000,173.143,
31000,30.060,172.933,
31500,36.000,148.389,calm_c1
32000,132.265,41.061,
32500,310.621,15.490,
33000,298.597,15.919,
33500,270.000,18.274,
34000,290.581,16.600,
34500,282.000,16.787,
35000,314.000,15.414,
35500,278.557,17.230,
36000,270.000,17.741,
36500,306.000,15.614,
37000,314.629,15.268,
37500,402.000,11.791,
38000,266.533,18.098,
38500,256.000,18.891,
39000,292.000,16.445,
39500,262.525,18.214,
40000,282.565,17.106,
40500,274.000,17.409,
41000,294.000,16.483,
41500,260.521,18.646,
42000,244.489,19.689,
42500,256.000,18.953,
43000,260.521,18.538,
43500,256.513,18.688,
44000,238.000,20.571,
44500,270.000,17.822,
45000,266.000,17.940,
45500,258.517,18.752,
46000,260.521,18.485,
46500,290.000,16.690,
47000,250.501,19.248,
47500,298.000,16.315,burst_c1
48000,160.321,27.488,
48500,28.000,170.714,
49000,28.056,173.571,
49500,28.000,172.143,
50000,30.000,173.667,
50500,28.056,171.643,
51000,28.000,171.714,
51500,30.060,171.800,
52000,30.060,172.067,
52500,30.060,173.067,
53000,28.000,172.500,
53500,28.056,173.357,
54000,28.000,173.571,
54500,30.060,173.133,
55000,26.000,171.846,
55500,30.060,173.800,
56000,30.000,173.933,
56500,30.000,173.600,
57000,28.056,172.143,
57500,28.056,173.286,
58000,28.000,173.000,
58500,30.060,173.200,post_burst
59000,46.000,109.478,
59500,130.000,42.831,
60000,266.533,18.038,
60500,308.000,15.617,
60934,511.521,8.333,
