metric,value,notes
NUM_CLIENT_DIRS,1,server* folders under eval
NUM_CLIENTS_MERGED,1,servers with CSV data
TOTAL_THROUGHPUT,197664.3 Tx/sec,sum of all servers
AVG_LATENCY,9.563 ms,across all batches all servers
P50_LATENCY,9.1 ms,
P95_LATENCY,12.2 ms,
P99_LATENCY,13.8 ms,
TOTAL_SLOW_COMMITS,6090000,89.5%
TOTAL_CONFLICT_COMMITS,712000,
