metric,value,notes
NUM_CLIENT_DIRS,3,client* folders under eval
NUM_CLIENTS_MERGED,3,clients with CSV data
TOTAL_THROUGHPUT,205335.4 Tx/sec,sum of all clients
AVG_LATENCY,20.744 ms,across all batches all clients
P50_LATENCY,19.8 ms,
P95_LATENCY,26.8 ms,
P99_LATENCY,29.8 ms,
TOTAL_SLOW_COMMITS,6090000,89.5%
TOTAL_CONFLICT_COMMITS,712000,
