metric,value,notes
NUM_CLIENT_DIRS,3,client* folders under eval
NUM_CLIENTS_MERGED,3,clients with CSV data
TOTAL_THROUGHPUT,430.3 Tx/sec,sum of all clients
AVG_LATENCY,6.758 ms,across all batches all clients
P50_LATENCY,6.7 ms,
P95_LATENCY,8.9 ms,
P99_LATENCY,10.8 ms,
TOTAL_SLOW_COMMITS,11409,80.0%
TOTAL_CONFLICT_COMMITS,2857,
