metric,value,notes
NUM_CLIENT_DIRS,3,client* folders under eval
NUM_CLIENTS_MERGED,3,clients with CSV data
TOTAL_THROUGHPUT,984.2 Tx/sec,sum of all clients
AVG_LATENCY,2.923 ms,across all batches all clients
P50_LATENCY,2.9 ms,
P95_LATENCY,4.3 ms,
P99_LATENCY,5.1 ms,
TOTAL_SLOW_COMMITS,29238,90.1%
TOTAL_CONFLICT_COMMITS,3225,
