metric,value,notes
NUM_CLIENT_DIRS,3,client* folders under eval
NUM_CLIENTS_MERGED,3,clients with CSV data
TOTAL_THROUGHPUT,879.1 Tx/sec,sum of all clients
AVG_LATENCY,3.292 ms,across all batches all clients
P50_LATENCY,3.2 ms,
P95_LATENCY,4.7 ms,
P99_LATENCY,5.5 ms,
TOTAL_SLOW_COMMITS,11497,39.6%
TOTAL_CONFLICT_COMMITS,17527,
