metric,value,notes
NUM_CLIENT_DIRS,3,client* folders under eval
NUM_CLIENTS_MERGED,3,clients with CSV data
TOTAL_THROUGHPUT,554.6 Tx/sec,sum of all clients
AVG_LATENCY,26.871 ms,across all batches all clients
P50_LATENCY,27.6 ms,
P95_LATENCY,33.2 ms,
P99_LATENCY,35.0 ms,
TOTAL_SLOW_COMMITS,31412,89.9%
TOTAL_CONFLICT_COMMITS,3531,
