metric,value,notes
NUM_CLIENT_DIRS,3,client* folders under eval
NUM_CLIENTS_MERGED,3,clients with CSV data
TOTAL_THROUGHPUT,976.5 Tx/sec,sum of all clients
AVG_LATENCY,15.205 ms,across all batches all clients
P50_LATENCY,15.3 ms,
P95_LATENCY,19.9 ms,
P99_LATENCY,21.6 ms,
TOTAL_SLOW_COMMITS,12439,20.2%
TOTAL_CONFLICT_COMMITS,49141,
