metric,value,notes
NUM_CLIENT_DIRS,1,server* folders under eval
NUM_CLIENTS_MERGED,1,servers with CSV data
TOTAL_THROUGHPUT,150048.8 Tx/sec,sum of all servers
AVG_LATENCY,2.691 ms,across all batches all servers
P50_LATENCY,2.6 ms,
P95_LATENCY,3.5 ms,
P99_LATENCY,4.6 ms,
TOTAL_SLOW_COMMITS,4651500,90.1%
TOTAL_CONFLICT_COMMITS,510500,
