metric,value,notes
NUM_CLIENT_DIRS,3,client* folders under eval
NUM_CLIENTS_MERGED,3,clients with CSV data
TOTAL_THROUGHPUT,156009.8 Tx/sec,sum of all clients
AVG_LATENCY,7.099 ms,across all batches all clients
P50_LATENCY,6.8 ms,
P95_LATENCY,9.7 ms,
P99_LATENCY,12.5 ms,
TOTAL_SLOW_COMMITS,4651500,90.1%
TOTAL_CONFLICT_COMMITS,510500,
