metric,value,notes
NUM_CLIENT_DIRS,3,client* folders under eval
NUM_CLIENTS_MERGED,3,clients with CSV data
TOTAL_THROUGHPUT,876.3 Tx/sec,sum of all clients
AVG_LATENCY,3.303 ms,across all batches all clients
P50_LATENCY,3.3 ms,
P95_LATENCY,4.7 ms,
P99_LATENCY,5.4 ms,
TOTAL_SLOW_COMMITS,17345,59.8%
TOTAL_CONFLICT_COMMITS,11683,
