metric,value,notes
NUM_CLIENT_DIRS,3,client* folders under eval
NUM_CLIENTS_MERGED,3,clients with CSV data
TOTAL_THROUGHPUT,724.2 Tx/sec,sum of all clients
AVG_LATENCY,4.012 ms,across all batches all clients
P50_LATENCY,4.0 ms,
P95_LATENCY,5.1 ms,
P99_LATENCY,6.0 ms,
TOTAL_SLOW_COMMITS,21345,90.2%
TOTAL_CONFLICT_COMMITS,2327,
