metric,value,notes
NUM_CLIENT_DIRS,3,client* folders under eval
NUM_CLIENTS_MERGED,3,clients with CSV data
TOTAL_THROUGHPUT,761.9 Tx/sec,sum of all clients
AVG_LATENCY,3.825 ms,across all batches all clients
P50_LATENCY,3.8 ms,
P95_LATENCY,5.1 ms,
P99_LATENCY,6.1 ms,
TOTAL_SLOW_COMMITS,10025,39.7%
TOTAL_CONFLICT_COMMITS,15202,
